"HOOD.ID","AREA.NAME","Number.of.Collisions","Number.of.KSIs","Number.of.Deaths","Number.of.Collisions.at.Intersections","Number.of.Collisions.at.Non.Intersections","Number.of.Collisions.Involving.Seniors","Number.of.Collisions.Involving.Children","Number.of.Collisions.in.Daylight","Number.of.Collisions.Not.Daylight","Number.of.Collisions.in.Clear.Visibility","Number.of.Collisions.in.No.Clear.Visibility","Number.of.Collisions.on.Arterial.Roads","Number.of.Collisions.on.Non.arterial.Roads","Number.of..Pedestrian.Collisions","Number.of.Cyclist.Collisions","City.Grants.Funding..","Neighbourhood.Equity.Score","Salvation.Army.Donors","Walk.Score","Watermain.Breaks","Diversity.Index...2008","Voter.Turnout...2008","equity_check","walk_check","diversity_check","turnout_check","Number.of.Businesses","Child.Care.Spaces","Debt.Risk.Score","Home.Prices","Local.Employment","Social.Assistance.Recipients","businesses_check","childcare_check","homeprice_check","localemployment_check","socialasst_check","Total...In.LIM.AT","MOST.SPOKEN.NON.OFFICIAL.LANG","X2ND.MOST.SPOKEN.NON.OFFICIAL.LANG","X3RD.MOST.SPOKEN.NON.OFFICIAL.LANG","X..OFFICIAL.LANG.AT.HOME","X..NON.OFFICIAL.LANG.AT.HOME","language_check","Population.2016","Population.density.per.square.kilometre","Land.area.in.square.kilometres","Children..0.14.years.","Youth..15.24.years.","Working.Age..25.54.years.","Pre.retirement..55.64.years.","Seniors..65..years.","Older.Seniors..85..years.","X..Immigrants","X..Visible.Minority","Unemployment.rate","Commute.within.census.subdivision..CSD..of.residence","X..Commute.in.Car.truck","X..Commute.in.Public.transit","X..Commute.in.Walked","X..Commute.by.Bicycle","X..Commute.by.Other","Commuting.duration...Less.than.15.minutes","Commuting.duration...15.to.29.minutes","Commuting.duration...30.to.44.minutes","Commuting.duration...45.to.59.minutes","Commuting.duration...60.minutes.and.over","X..Time.leaving.for.work...Between.5.a.m..and.5.59.a.m.","X..Time.leaving.for.work...Between.6.a.m..and.6.59.a.m.","X..Time.leaving.for.work...Between.7.a.m..and.7.59.a.m.","X..Time.leaving.for.work...Between.8.a.m..and.8.59.a.m.","X..Time.leaving.for.work...Between.9.a.m..and.11.59.a.m.","X..Time.leaving.for.work...Between.12.p.m..and.4.59.a.m.","child_check","senior_check","minority_check","immigrants_check","commute_car_check","TTC.Stops","Traffic.Collisions","Road.Kilometres","Road.Volume","ttc_check","road_km_check","road_vol_check","collisions.per.road.km","ksi.per.road.km","deaths.per.road.km","collisions.per.100k","ksi.per.100k","deaths.per.100k","Number.of.NonKSIs","hinhoods_norm$composite_score"
"133","Centennial Scarborough (133)",50,2,0,44,6,2,14,33,17,44,6,37,13,28,22,0,70.75,611,54,2,4.711154,38.9269,0,1,1,0,126,80,774,491024,951,399,0,0,0,0,0,6.3,"Tamil","Tagalog","Bengali",0.87,0.13,0,13362,2479,5.39,0.16,0.14,0.38,0.15,0.18,0.01,0.37,0.44,7.6,0.82,0.7,0.27,0.02,0,0,0.11,0.24,0.23,0.15,0.28,0.05,0.17,0.32,0.22,0.11,0.13,1,1,0,0,1,44,115,45.86598925,2994.571429,0,1,0,1.09013237951692,0.0436052951806768,0,1.83044848550523,0.0732179394202091,0,48,24.2273523200602
"134","Highland Creek (134)",39,5,2,30,9,4,9,27,12,34,5,25,14,27,12,0,58.77,433,54,1,4.950386,33.2523,0,1,0,1,91,110,751,529278,1798,724,0,0,0,0,0,10.6,"Tamil","Cantonese","Mandarin",0.74,0.26,0,12494,2403,5.2,0.12,0.15,0.37,0.16,0.19,0.02,0.56,0.75,8.5,0.79,0.72,0.26,0.01,0,0,0.11,0.26,0.25,0.12,0.26,0.07,0.18,0.26,0.18,0.14,0.17,0,1,1,1,1,70,100,37.845626,3516.833333,0,1,0,1.0305021774511,0.132115663775782,0.0528462655103129,1.42774981869408,0.183044848550523,0.0732179394202091,34,27.4131285920333
"135","Morningside (135)",58,2,0,43,15,2,15,35,23,46,12,51,7,47,11,22000,36.89,460,53,8,5.038741,35.0163,1,1,0,1,108,28,711,289646,3566,2534,0,0,0,0,1,23.8,"Tamil","Tagalog","Urdu",0.73,0.27,0,17455,3041,5.74,0.16,0.15,0.39,0.13,0.15,0.02,0.55,0.75,11.4,0.8,0.64,0.33,0.02,0,0,0.1,0.23,0.25,0.15,0.27,0.07,0.18,0.2,0.18,0.13,0.24,1,0,1,1,1,35,88,32.28313942,4873.142857,0,0,1,1.79660346056889,0.0619518434678928,0,2.12332024318606,0.0732179394202091,0,56,28.7986486443149
"136","West Hill (136)",193,24,3,138,55,16,35,114,79,166,27,170,23,145,48,55370,37.25,765,66,8,5.301753,32.5398,1,1,0,1,424,153,706,308229,4500,4974,0,1,0,0,1,25.2,"Tamil","Tagalog","Bengali",0.8,0.2,0,27392,2856,9.59,0.17,0.14,0.39,0.14,0.15,0.02,0.5,0.63,11.6,0.83,0.6,0.36,0.03,0,0,0.09,0.22,0.23,0.16,0.3,0.07,0.18,0.25,0.17,0.11,0.22,1,0,1,1,1,80,166,61.14700126,3824.181818,1,1,0,3.15632812767636,0.392496761990843,0.0490620952488554,7.06553115405018,0.878615273042509,0.109826909130314,169,36.345511620766
"137","Woburn (137)",305,30,1,223,82,27,57,210,95,251,54,267,38,237,68,144255,39.01,1429,66,22,5.021696,37.2474,1,1,0,0,1073,214,723,316584,16190,6747,1,1,0,1,1,27.3,"Gujarati","Tamil","Urdu",0.62,0.38,1,53485,4345,12.31,0.18,0.14,0.41,0.12,0.15,0.02,0.57,0.76,10.6,0.79,0.6,0.35,0.04,0,0,0.13,0.25,0.24,0.13,0.25,0.06,0.17,0.23,0.18,0.14,0.21,1,0,1,1,1,139,438,102.835355,4656.6,1,1,1,2.96590603494294,0.291728462453404,0.00972428208178014,11.1657357615819,1.09826909130314,0.0366089697101045,275,44.8286094692557
"138","Eglinton East (138)",149,15,4,106,43,12,30,99,50,120,29,132,17,120,29,5800,36.28,396,62,5,5.184124,35.3157,1,1,0,1,296,143,705,274020,2351,4171,0,1,0,0,1,26.1,"Tamil","Tagalog","Bengali",0.68,0.32,1,22776,7051,3.23,0.18,0.14,0.4,0.12,0.15,0.02,0.58,0.78,10.8,0.86,0.47,0.5,0.02,0,0,0.1,0.2,0.25,0.19,0.26,0.07,0.17,0.22,0.17,0.13,0.24,1,0,1,1,0,61,122,29.46464034,3086,0,0,0,5.05690883311831,0.509084781857548,0.135755941828679,5.45473648680558,0.549134545651568,0.146435878840418,134,38.9265226280715
"139","Scarborough Village (139)",109,8,2,81,28,6,25,72,37,89,20,101,8,91,18,3200,33.94,410,70,6,5.178616,32.939,1,1,0,1,228,217,699,356096,1851,4133,0,1,0,0,1,32.7,"Tamil","Urdu","Bengali",0.69,0.31,1,16724,5395,3.1,0.2,0.14,0.4,0.13,0.13,0.03,0.55,0.73,13,0.82,0.55,0.41,0.03,0,0,0.1,0.23,0.23,0.16,0.28,0.06,0.18,0.22,0.18,0.13,0.23,1,0,1,1,1,29,65,23.14334537,2111.6,0,0,0,4.70977718464563,0.345671719973991,0.0864179299934977,3.9903776984014,0.292871757680836,0.0732179394202091,101,37.4518299239379
"14","Islington-City Centre West (14)",403,34,1,299,104,52,30,282,121,349,54,352,51,289,114,12500,62.51,2012,72,32,5.258512,33.6886,0,1,0,1,2263,204,755,491678,45794,2534,1,1,0,1,1,15.8,"Korean","Ukrainian","Spanish",0.73,0.27,0,43965,2712,16.21,0.13,0.11,0.47,0.12,0.17,0.03,0.45,0.37,7.3,0.71,0.58,0.37,0.04,0,0,0.12,0.27,0.26,0.19,0.15,0.04,0.14,0.29,0.26,0.13,0.13,0,1,0,1,1,245,366,120.1567608,5704.939394,1,1,1,3.35395193176679,0.282963686551044,0.00832246136914836,14.7534147931721,1.24470497014355,0.0366089697101045,369,37.2802174161626
"140","Guildwood (140)",24,3,1,16,8,4,7,20,4,23,1,20,4,19,5,11500,66.19,903,59,14,4.513205,43.0591,0,1,1,0,67,171,774,444309,924,309,0,1,0,0,0,7.8,"Bengali","Tagalog","Romanian",0.9,0.1,0,9917,2673,3.71,0.13,0.11,0.34,0.16,0.27,0.05,0.32,0.3,7.9,0.83,0.64,0.32,0.03,0,0,0.1,0.21,0.26,0.16,0.27,0.06,0.16,0.3,0.2,0.13,0.14,0,1,0,0,1,29,56,31.41879421,2114.875,0,0,0,0.763873999733614,0.0954842499667017,0.0318280833222339,0.878615273042509,0.109826909130314,0.0366089697101045,21,25.9031866462277
"15","Kingsway South (15)",38,1,0,27,11,7,7,34,4,35,3,26,12,24,14,0,86.19,1047,68,4,4.197114,38.1076,0,1,1,0,195,115,793,941223,2335,74,0,0,1,0,0,4.7,"Ukrainian","Polish","Portuguese",0.94,0.06,0,9271,3593,2.58,0.17,0.12,0.35,0.15,0.22,0.04,0.21,0.12,7.5,0.78,0.62,0.32,0.03,0.01,0.01,0.11,0.23,0.37,0.2,0.09,0.03,0.1,0.33,0.33,0.14,0.07,1,1,0,0,1,33,99,30.48819635,5078.333333,0,0,1,1.2463839960805,0.0327995788442238,0,1.39114084898397,0.0366089697101045,0,37,23.3887006131799
"16","Stonegate-Queensway (16)",159,14,1,127,32,21,22,103,56,130,29,126,33,92,67,0,69.29,1440,67,24,4.755226,37.1248,0,1,1,0,595,283,760,690949,5932,1593,1,1,1,0,0,11.6,"Ukrainian","Polish","Russian",0.81,0.19,0,25051,3199,7.83,0.16,0.1,0.43,0.15,0.17,0.03,0.35,0.18,6.7,0.76,0.64,0.3,0.03,0.02,0.02,0.13,0.26,0.31,0.19,0.12,0.04,0.13,0.31,0.27,0.12,0.13,1,1,0,0,1,106,265,84.63624626,7115.142857,1,1,1,1.8786277396041,0.165413763235581,0.0118152688025415,5.82082618390662,0.512525575941464,0.0366089697101045,145,30.5524379913845
"17","Mimico (includes Humber Bay Shores) (17)",188,18,1,134,54,38,17,142,46,162,26,165,23,117,71,3000,62.36,873,71,6,5.036239,34.0997,0,1,0,1,619,195,741,429941,11549,2634,1,1,0,1,1,18.1,"Polish","Spanish","Russian",0.81,0.19,0,33964,4915,6.91,0.1,0.09,0.52,0.14,0.15,0.02,0.4,0.31,6.2,0.7,0.66,0.28,0.03,0.02,0.02,0.1,0.24,0.31,0.18,0.17,0.05,0.14,0.3,0.24,0.14,0.13,0,0,0,0,1,126,171,52.8735019,4599.75,1,1,1,3.55565629746949,0.340435177417292,0.0189130654120718,6.88248630549966,0.658961454781882,0.0366089697101045,170,32.0527087727733
"18","New Toronto (18)",99,9,2,85,14,10,9,69,30,85,14,75,24,60,39,0,53.21,279,79,6,4.930158,34.5868,1,0,0,1,368,90,719,460811,5289,1600,0,0,0,0,0,24.8,"Polish","Tagalog","Spanish",0.84,0.16,0,11463,3342,3.43,0.14,0.12,0.45,0.14,0.13,0.01,0.35,0.32,8.7,0.75,0.59,0.33,0.05,0.03,0.03,0.12,0.23,0.27,0.16,0.22,0.06,0.15,0.28,0.22,0.1,0.18,0,0,0,0,1,41,109,27.90971541,4541.75,0,0,1,3.5471518983862,0.322468354398745,0.0716596343108323,3.62428800130035,0.329480727390941,0.0732179394202091,90,27.9618894364935
"19","Long Branch (19)",61,1,1,47,14,2,9,47,14,51,10,49,12,33,28,0,56.26,308,72,11,4.791108,35.5761,1,1,1,1,170,54,724,459088,1143,1024,0,0,0,0,0,17.5,"Polish","Ukrainian","Tagalog",0.84,0.16,0,10084,4584,2.2,0.13,0.11,0.47,0.15,0.14,0.01,0.34,0.23,7.1,0.69,0.64,0.3,0.03,0.02,0.02,0.15,0.27,0.27,0.13,0.18,0.08,0.16,0.27,0.23,0.11,0.16,0,0,0,0,1,21,88,26.22108051,2514.5,0,0,0,2.32637247640258,0.0381372537115176,0.0381372537115176,2.23314715231638,0.0366089697101045,0.0366089697101045,60,23.9896970482883
"2","Mount Olive-Silverstone-Jamestown (2)",140,13,2,105,35,18,31,77,63,116,24,117,23,108,32,238172,29.29,222,61,8,4.969163,28.1441,1,1,0,1,271,60,687,251119,3244,6561,0,0,0,0,1,27.8,"Punjabi","Gujarati","Assyrian Languages",0.55,0.45,1,32954,7291,4.52,0.22,0.16,0.41,0.11,0.11,0.01,0.65,0.87,12.1,0.59,0.63,0.33,0.03,0,0,0.11,0.3,0.26,0.11,0.22,0.08,0.21,0.2,0.13,0.11,0.26,1,0,1,1,1,70,154,33.86731754,3514.166667,0,0,0,4.13377882185824,0.383850890601122,0.0590539831694034,5.12525575941464,0.475916606231359,0.0732179394202091,127,42.5786146181754
"20","Alderwood (20)",28,2,1,23,5,3,3,22,6,27,1,23,5,15,13,0,63.88,599,70,20,4.510898,38.2793,0,1,1,0,309,120,764,504233,4839,516,0,0,0,0,0,8.2,"Polish","Italian","Ukrainian",0.82,0.18,0,12054,2435,4.95,0.15,0.1,0.43,0.15,0.17,0.03,0.33,0.21,6.1,0.69,0.74,0.21,0.03,0.01,0.01,0.2,0.3,0.25,0.1,0.15,0.08,0.18,0.27,0.21,0.11,0.15,1,1,0,0,1,60,125,43.87582539,4381,0,1,1,0.638164632827207,0.0455831880590862,0.0227915940295431,1.02505115188293,0.0732179394202091,0.0366089697101045,26,23.9540296321875
"21","Humber Summit (21)",100,15,4,62,38,16,20,69,31,84,16,73,27,69,31,0,34.3,179,61,7,4.215487,29.1012,1,1,1,1,1373,53,715,354381,17950,1659,1,0,0,1,0,20,"Italian","Urdu","Punjabi",0.55,0.45,1,12416,1570,7.91,0.17,0.14,0.39,0.11,0.19,0.02,0.59,0.66,9.6,0.56,0.71,0.26,0.02,0,0,0.13,0.3,0.25,0.1,0.22,0.1,0.19,0.22,0.17,0.11,0.21,1,1,1,1,1,103,286,48.83422843,4400.090909,1,1,1,2.04774403558648,0.307161605337971,0.081909761423459,3.66089697101046,0.549134545651568,0.146435878840418,85,39.8737704308791
"22","Humbermede (22)",142,10,1,103,39,15,23,89,53,121,21,123,19,113,29,0,36.09,200,58,4,5.124448,30.3587,1,1,0,1,374,55,695,314721,5799,2590,0,0,0,0,1,22.5,"Spanish","Urdu","Italian",0.59,0.42,1,15545,3565,4.36,0.19,0.14,0.41,0.11,0.14,0.02,0.61,0.77,10.2,0.65,0.66,0.31,0.02,0,0,0.11,0.3,0.27,0.12,0.21,0.08,0.23,0.21,0.14,0.11,0.23,1,0,1,1,1,46,103,28.13528583,4377.333333,0,0,1,5.04704309236442,0.355425569884818,0.0355425569884818,5.19847369883485,0.366089697101046,0.0366089697101045,132,37.735784246225
"23","Pelmo Park-Humberlea (23)",81,7,0,70,11,11,20,67,14,72,9,70,11,52,29,0,53.79,258,57,2,4.712372,39.1851,1,1,1,0,152,0,735,412618,2855,798,0,0,0,0,0,11.6,"Italian","Spanish","Vietnamese",0.73,0.27,0,10722,2547,4.21,0.16,0.13,0.43,0.13,0.15,0.02,0.46,0.44,6,0.71,0.72,0.26,0.02,0,0,0.12,0.31,0.27,0.12,0.18,0.07,0.2,0.25,0.19,0.12,0.18,1,0,0,1,1,47,110,32.44376816,5889.857143,0,0,1,2.49662738312454,0.215757921998417,0,2.96532654651847,0.256262787970732,0,74,29.9279357701543
"24","Black Creek (24)",122,10,3,82,40,17,21,78,44,91,31,83,39,89,33,45890,21.38,126,62,3,5.456871,41.842,1,1,0,0,306,175,661,235143,3856,6408,0,1,0,0,1,33,"Vietnamese","Spanish","Assyrian Languages",0.62,0.38,1,21737,6282,3.46,0.21,0.15,0.39,0.11,0.13,0.02,0.59,0.81,12.7,0.56,0.6,0.34,0.03,0.01,0.01,0.12,0.29,0.26,0.11,0.22,0.09,0.22,0.2,0.13,0.11,0.25,1,0,1,1,1,94,135,23.51819455,7326.3,1,0,1,5.1874730324484,0.425202707577738,0.127560812273321,4.46629430463276,0.366089697101046,0.109826909130314,112,42.4639788852786
"25","Glenfield-Jane Heights (25)",203,19,4,134,69,28,47,130,73,166,37,140,63,148,55,196977,24.39,247,61,20,5.086977,38.3011,1,1,0,0,587,173,678,304262,8323,7263,1,1,0,0,1,25.7,"Vietnamese","Spanish","Italian",0.62,0.38,1,30491,5864,5.2,0.19,0.15,0.38,0.12,0.16,0.02,0.59,0.77,11.5,0.66,0.62,0.34,0.02,0,0,0.11,0.28,0.26,0.13,0.21,0.09,0.21,0.22,0.14,0.11,0.23,1,1,1,1,1,88,222,41.62227043,3632.714286,1,1,0,4.87719670029543,0.456486390668045,0.0961023980353779,7.43162085115122,0.695570424491986,0.146435878840418,184,47.2039215327325
"26","Downsview-Roding-CFB (26)",379,29,6,301,78,48,52,244,135,308,71,343,36,291,88,399478,37.16,538,59,26,5.036294,32.3401,1,1,0,1,985,238,692,400486,20150,5618,1,1,0,1,1,19.3,"Italian","Spanish","Tagalog",0.65,0.35,1,35052,2337,15,0.16,0.12,0.43,0.12,0.16,0.02,0.56,0.57,7.9,0.72,0.59,0.38,0.03,0,0,0.1,0.26,0.27,0.16,0.22,0.09,0.21,0.25,0.17,0.11,0.18,1,1,1,1,1,166,300,87.98992412,2825.888889,1,1,0,4.30731136309565,0.329583191371435,0.0681896258009865,13.8747995201296,1.06166012159303,0.219653818260627,350,45.5056732547969
"27","York University Heights (27)",328,27,3,252,76,23,35,211,117,263,65,262,66,236,92,23870,37.66,408,60,13,5.313754,27.4232,1,1,0,1,2643,156,698,359372,42885,4720,1,1,0,1,1,24.3,"Italian","Spanish","Tagalog",0.62,0.38,1,27593,2086,13.23,0.15,0.17,0.45,0.11,0.13,0.01,0.57,0.69,10.7,0.7,0.52,0.42,0.05,0.01,0.01,0.11,0.26,0.27,0.13,0.24,0.06,0.18,0.24,0.19,0.12,0.21,1,0,1,1,1,235,548,67.60074578,5546.25,1,1,1,4.85201747725452,0.39940387770083,0.0443782086334255,12.0077420649143,0.988442182172823,0.109826909130314,301,36.7383466927022
"28","Rustic (28)",16,0,0,8,8,1,8,10,6,14,2,1,15,13,3,0,35.4,156,60,4,4.799548,38.1088,1,1,1,0,48,26,692,493442,550,1924,0,0,0,0,1,31.6,"Italian","Spanish","Somali",0.69,0.31,1,9941,4734,2.1,0.2,0.14,0.36,0.11,0.19,0.04,0.52,0.6,9.1,0.75,0.59,0.38,0.03,0,0,0.09,0.28,0.3,0.13,0.19,0.08,0.22,0.22,0.17,0.1,0.2,1,1,1,1,1,30,99,20.02981099,7692,0,0,1,0.798809335144904,0,0,0.585743515361673,0,0,16,32.7078530280571
"29","Maple Leaf (29)",52,2,0,42,10,10,10,40,12,47,5,41,11,39,13,0,50.72,163,66,8,4.152809,40.1153,1,1,1,0,47,90,721,540741,737,919,0,0,0,0,0,15,"Italian","Tagalog","Spanish",0.63,0.37,1,10111,4012,2.52,0.15,0.13,0.41,0.12,0.2,0.04,0.53,0.44,8.1,0.76,0.59,0.35,0.04,0,0,0.12,0.29,0.26,0.13,0.2,0.07,0.19,0.24,0.19,0.11,0.19,1,1,0,1,1,26,76,23.05914766,3384.666667,0,0,0,2.25507034200587,0.0867334746925334,0,1.90366642492544,0.0732179394202091,0,50,29.8089282502614
"3","Thistletown-Beaumond Heights (3)",58,6,1,40,18,6,8,39,19,46,12,54,4,44,14,7296,39.78,218,54,9,5.106365,40.5373,1,1,0,0,217,25,718,414216,1311,1276,0,0,0,0,0,17.8,"Punjabi","Spanish","Gujarati",0.64,0.36,1,10360,3130,3.31,0.17,0.14,0.4,0.12,0.18,0.03,0.54,0.64,10.4,0.64,0.73,0.24,0.03,0,0,0.15,0.3,0.28,0.11,0.16,0.08,0.19,0.22,0.18,0.14,0.19,1,1,1,1,1,45,69,27.87682004,3545,0,0,0,2.08058164154939,0.215232583608557,0.0358720972680929,2.12332024318606,0.219653818260627,0.0366089697101045,52,32.7859167542759
"30","Brookhaven-Amesbury (30)",98,6,1,68,30,10,15,71,27,79,19,82,16,74,24,16300,43.07,201,62,4,5.337514,35.9503,1,1,0,1,466,54,687,352428,4825,3420,0,0,0,0,1,24.6,"Spanish","Portuguese","Vietnamese",0.66,0.34,1,17757,5045,3.52,0.19,0.14,0.43,0.12,0.12,0.02,0.55,0.66,10,0.76,0.53,0.43,0.03,0,0,0.1,0.23,0.28,0.16,0.23,0.08,0.22,0.23,0.17,0.11,0.19,1,0,1,1,1,57,108,29.67583066,4326.375,0,0,0,3.30235069483983,0.202184736418765,0.0336974560697941,3.58767903159025,0.219653818260627,0.0366089697101045,92,31.5076354049887
"31","Yorkdale-Glen Park (31)",217,15,2,173,44,39,29,163,54,183,34,188,29,164,53,59894,49.53,335,72,13,4.82349,37.9178,1,1,1,0,1468,82,729,421045,24685,1502,1,0,0,1,0,16.8,"Italian","Portuguese","Spanish",0.67,0.33,1,14804,2451,6.04,0.13,0.13,0.4,0.12,0.22,0.05,0.52,0.45,8,0.8,0.55,0.37,0.06,0,0,0.13,0.28,0.34,0.13,0.13,0.06,0.15,0.26,0.24,0.15,0.14,0,1,0,1,1,155,246,49.71453259,4193.75,1,1,0,4.36492085301531,0.301722639609353,0.0402296852812471,7.94414642709269,0.549134545651568,0.0732179394202091,202,38.722016453344
"32","Englemount-Lawrence (32)",186,17,3,156,30,27,27,130,56,148,38,149,37,140,46,18000,56.01,482,70,13,5.041456,32.3684,1,1,0,1,175,105,730,577889,3495,2733,0,0,1,0,1,20.8,"Tagalog","Russian","Spanish",0.79,0.21,0,22372,6466,3.46,0.21,0.14,0.37,0.11,0.17,0.04,0.45,0.4,8.9,0.86,0.47,0.44,0.07,0.01,0.01,0.16,0.23,0.3,0.17,0.13,0.04,0.11,0.23,0.26,0.18,0.18,1,1,0,1,0,90,198,39.79200011,3056.1,1,1,0,4.67430638032334,0.427221550889768,0.0753920383923119,6.80926836607945,0.622352485071777,0.109826909130314,169,37.9239514113746
"33","Clanton Park (33)",188,22,5,160,28,27,14,124,64,150,38,149,39,147,41,0,69.53,268,63,11,4.876642,32.933,0,1,0,1,357,130,740,605585,5011,734,0,1,1,0,0,15,"Tagalog","Russian","Italian",0.76,0.24,0,16472,3979,4.14,0.17,0.12,0.45,0.12,0.14,0.02,0.46,0.38,6.1,0.82,0.55,0.4,0.02,0.01,0.01,0.14,0.28,0.3,0.15,0.13,0.04,0.11,0.25,0.28,0.16,0.16,1,0,0,1,1,57,148,42.6697449,3513.25,0,1,0,4.40593212920755,0.515587802354075,0.117179045989563,6.88248630549966,0.8053973336223,0.183044848550523,166,33.6538983651999
"34","Bathurst Manor (34)",68,8,1,43,25,17,10,50,18,63,5,44,24,48,20,2800,58.41,300,61,20,4.790258,32.4815,0,1,1,1,244,105,745,568877,3370,1018,0,0,1,0,0,17.1,"Russian","Tagalog","Italian",0.68,0.32,1,15873,3377,4.7,0.15,0.12,0.42,0.13,0.19,0.04,0.51,0.35,7.2,0.77,0.57,0.39,0.03,0,0,0.12,0.24,0.29,0.2,0.16,0.04,0.12,0.27,0.27,0.15,0.15,1,1,0,1,1,69,177,41.4372944,5594.4,0,1,1,1.64103378332539,0.193062798038281,0.0241328497547851,2.48940994028711,0.292871757680836,0.0366089697101045,60,30.8301268226562
"35","Westminster-Branson (35)",214,14,4,160,54,39,35,135,79,178,36,183,31,154,60,4000,46.57,381,61,2,4.531544,26.9938,1,1,1,1,83,45,730,372380,3027,2906,0,0,0,0,1,24.4,"Russian","Tagalog","Korean",0.49,0.51,1,26274,7339,3.58,0.13,0.13,0.41,0.13,0.2,0.04,0.7,0.45,9.2,0.67,0.52,0.44,0.03,0.01,0.01,0.08,0.23,0.3,0.17,0.23,0.06,0.17,0.23,0.22,0.13,0.19,0,1,0,1,1,36,150,23.39752438,4357.75,0,0,0,9.14626678123799,0.598353901576317,0.170958257593233,7.83431951796237,0.512525575941464,0.146435878840418,200,48.8482441851962
"36","Newtonbrook West (36)",271,23,8,202,69,37,31,178,93,217,54,211,60,198,73,22705,56.07,544,69,22,4.875923,31.9066,1,1,0,1,483,98,737,557468,9091,2124,0,0,1,0,1,26.3,"Russian","Tagalog","Korean",0.49,0.52,1,23831,5070,4.7,0.12,0.14,0.44,0.13,0.17,0.03,0.66,0.59,8.4,0.67,0.51,0.43,0.04,0.01,0.01,0.11,0.23,0.28,0.18,0.2,0.04,0.13,0.24,0.24,0.18,0.16,0,1,1,1,0,95,260,46.89685527,5774.6,1,1,1,5.7786390673696,0.490438002027678,0.170587131140062,9.92103079143833,0.842006303332405,0.292871757680836,248,45.5611703926764
"37","Willowdale West (37)",161,12,3,133,28,23,24,103,58,130,31,127,34,129,32,0,67.04,633,78,12,4.958528,37.0513,0,0,0,0,363,248,766,541247,7110,515,0,1,0,0,0,27.2,"Mandarin","Persian","Korean",0.56,0.43,1,16936,5820,2.91,0.11,0.13,0.44,0.12,0.2,0.04,0.56,0.58,9.8,0.76,0.51,0.41,0.06,0.01,0.01,0.1,0.24,0.32,0.19,0.15,0.02,0.08,0.28,0.34,0.19,0.09,0,1,1,1,0,25,167,32.29755967,4808.285714,0,0,1,4.98489674281946,0.371545098843686,0.0928862747109215,5.89404412332683,0.439307636521255,0.109826909130314,149,39.3706610548178
"38","Lansing-Westgate (38)",113,15,0,85,28,8,12,75,38,96,17,88,25,92,21,12000,76.15,695,77,10,4.964076,36.0309,0,0,0,0,488,75,758,646460,12254,468,0,0,1,1,0,17.7,"Persian","Korean","Mandarin",0.73,0.27,0,16164,3038,5.32,0.15,0.13,0.47,0.12,0.13,0.02,0.44,0.43,7.2,0.81,0.51,0.4,0.07,0,0,0.13,0.24,0.32,0.19,0.12,0.02,0.08,0.27,0.34,0.18,0.11,1,0,0,0,0,44,173,39.31779631,6920.090909,0,1,1,2.87401661855753,0.381506630781973,0,4.13681357724181,0.549134545651568,0,98,25.5652058882718
"39","Bedford Park-Nortown (39)",170,18,5,123,47,33,23,133,37,152,18,129,41,129,41,28000,81.55,1157,73,29,4.598896,34.6094,0,0,1,1,676,60,776,1191040,8187,484,1,0,1,0,0,9.4,"Tagalog","Persian","Mandarin",0.9,0.1,0,23236,4209,5.52,0.2,0.14,0.36,0.13,0.17,0.03,0.29,0.21,5.5,0.84,0.66,0.25,0.06,0.01,0.01,0.16,0.32,0.31,0.13,0.08,0.02,0.08,0.29,0.32,0.2,0.1,1,1,0,0,1,75,258,62.50510549,3124.076923,1,1,0,2.71977782722401,0.287976475823719,0.0799934655065887,6.22352485071777,0.658961454781882,0.183044848550523,152,35.3155005663056
"4","Rexdale-Kipling (4)",48,6,0,41,7,5,10,30,18,44,4,32,16,36,12,35100,43.76,336,58,5,5.20861,39.7091,1,1,0,0,144,75,721,392271,1178,1323,0,0,0,0,0,18.7,"Spanish","Italian","Croatian",0.75,0.25,0,10529,4229,2.49,0.16,0.13,0.41,0.14,0.16,0.03,0.48,0.52,10.9,0.7,0.67,0.28,0.03,0.01,0.01,0.14,0.32,0.24,0.12,0.18,0.07,0.18,0.25,0.2,0.1,0.2,1,1,1,1,1,40,96,25.23712912,7621.333333,0,0,1,1.9019595997534,0.237744949969175,0,1.75723054608502,0.219653818260627,0,42,28.6544056071592
"40","St.Andrew-Windfields (40)",65,7,0,47,18,3,16,51,14,59,6,48,17,42,23,0,77.43,1066,60,18,4.946863,30.7276,0,1,0,1,591,124,774,1363202,13023,606,1,0,1,1,0,16,"Mandarin","Persian","Cantonese",0.7,0.3,1,17812,2430,7.33,0.15,0.14,0.38,0.15,0.18,0.02,0.5,0.51,8.3,0.78,0.67,0.28,0.04,0,0,0.1,0.31,0.33,0.14,0.12,0.03,0.08,0.25,0.32,0.22,0.09,1,1,1,1,1,151,302,59.74934713,3595.5,1,1,0,1.08787799569719,0.117156091844313,0,2.3795830311568,0.256262787970732,0,58,29.1098973626207
